date,adj close,close,high,low,open,volume
2019-12-16,5704.06689453125,6360.0,6395.0,6340.0,6340.0,78684000
2019-12-17,5829.6279296875,6500.0,6500.0,6365.0,6395.0,102914500
2019-12-18,6058.3291015625,6755.0,6800.0,6440.0,6500.0,181804000
2019-12-19,5919.314453125,6600.0,6720.0,6590.0,6700.0,74171000
2019-12-20,5973.12646484375,6660.0,6740.0,6610.0,6680.0,99453000
2019-12-23,5973.12646484375,6660.0,6730.0,6650.0,6680.0,46558500
2019-12-26,5991.06396484375,6680.0,6725.0,6660.0,6660.0,38188500
2019-12-27,6004.51708984375,6695.0,6700.0,6670.0,6670.0,29945000
2019-12-30,5995.54833984375,6685.0,6720.0,6670.0,6680.0,61168000
2020-01-02,6000.0322265625,6690.0,6780.0,6680.0,6695.0,49445000
2020-01-03,6098.6875,6800.0,6800.0,6725.0,6750.0,47755500
2020-01-06,6040.3916015625,6735.0,6750.0,6690.0,6720.0,27300000
2020-01-07,6044.87548828125,6740.0,6770.0,6730.0,6735.0,45022500
2020-01-08,5991.06396484375,6680.0,6745.0,6670.0,6670.0,53692500
2020-01-09,6044.87548828125,6740.0,6755.0,6730.0,6740.0,40363500
2020-01-10,6031.421875,6725.0,6825.0,6710.0,6765.0,73362000
2020-01-13,6049.3603515625,6745.0,6760.0,6735.0,6740.0,67855000
2020-01-14,6161.46826171875,6870.0,6885.0,6740.0,6745.0,93582000
2020-01-15,6130.078125,6835.0,7060.0,6800.0,6870.0,75623500
2020-01-16,6143.53076171875,6850.0,6890.0,6795.0,6805.0,88931500
2020-01-17,6165.9521484375,6875.0,6890.0,6800.0,6840.0,38249500
2020-01-20,6130.078125,6835.0,6975.0,6830.0,6950.0,93554500
2020-01-21,6125.59326171875,6830.0,6895.0,6825.0,6885.0,103984500
2020-01-22,6134.56201171875,6840.0,6895.0,6835.0,6855.0,94311500
2020-01-23,6134.56201171875,6840.0,6895.0,6830.0,6885.0,87728000
2020-01-24,6107.6572265625,6810.0,6880.0,6810.0,6820.0,69653500
2020-01-27,6134.56201171875,6840.0,6940.0,6815.0,6865.0,39679000
2020-01-28,6089.71826171875,6790.0,6845.0,6755.0,6835.0,82615000
2020-01-29,6085.234375,6785.0,6845.0,6770.0,6800.0,43821000
2020-01-30,6044.87548828125,6740.0,6845.0,6730.0,6845.0,71990000
2020-01-31,5811.68994140625,6480.0,6805.0,6480.0,6800.0,163136500
2020-02-03,5775.81591796875,6440.0,6585.0,6370.0,6480.0,149797000
2020-02-04,5919.314453125,6600.0,6620.0,6520.0,6570.0,113316500
2020-02-05,6035.90771484375,6730.0,6780.0,6650.0,6780.0,123002500
2020-02-06,6044.87548828125,6740.0,6780.0,6680.0,6740.0,154693500
2020-02-07,6062.81298828125,6760.0,6780.0,6705.0,6710.0,82609000
2020-02-10,6085.234375,6785.0,6785.0,6630.0,6760.0,66578500
2020-02-11,6080.75,6780.0,6785.0,6745.0,6785.0,77526500
2020-02-12,6098.6875,6800.0,6800.0,6760.0,6800.0,69971500
2020-02-13,6089.71826171875,6790.0,6820.0,6740.0,6820.0,49737000
2020-02-14,5991.06396484375,6680.0,6795.0,6675.0,6780.0,147028500
2020-02-17,6026.93798828125,6720.0,6750.0,6680.0,6680.0,115319000
2020-02-18,6004.51708984375,6695.0,6720.0,6670.0,6685.0,98436500
2020-02-19,6004.51708984375,6695.0,6760.0,6665.0,6665.0,74594000
2020-02-20,5914.830078125,6595.0,6695.0,6565.0,6690.0,136724500
2020-02-21,5932.76708984375,6615.0,6660.0,6595.0,6600.0,98261000
2020-02-24,5852.04931640625,6525.0,6600.0,6510.0,6565.0,84910000
2020-02-25,5856.5341796875,6530.0,6560.0,6510.0,6550.0,86446500
2020-02-26,5757.87841796875,6420.0,6535.0,6420.0,6500.0,92824500
2020-02-27,5641.2861328125,6290.0,6475.0,6200.0,6470.0,129254500
2020-02-28,5641.2861328125,6290.0,6290.0,6035.0,6200.0,169946500
2020-03-02,5452.94384765625,6080.0,6290.0,6035.0,6290.0,144871500
2020-03-03,5668.19189453125,6320.0,6350.0,6200.0,6200.0,114663500
2020-03-04,5775.81591796875,6440.0,6500.0,6260.0,6315.0,83025000
2020-03-05,5771.33154296875,6435.0,6540.0,6340.0,6540.0,77583000
2020-03-06,5560.568359375,6200.0,6350.0,6200.0,6350.0,77835500
2020-03-09,5188.36865234375,5785.0,6040.0,5785.0,6000.0,140889500
2020-03-10,5313.93017578125,5925.0,6010.0,5840.0,5840.0,133667000
2020-03-11,5246.66552734375,5850.0,5980.0,5790.0,5950.0,93204500
2020-03-12,4986.57421875,5560.0,5640.0,5460.0,5600.0,129845500
2020-03-13,4986.57421875,5560.0,5560.0,5560.0,5560.0,0
2020-03-16,4986.57421875,5560.0,5560.0,5560.0,5560.0,0
2020-03-17,4591.95361328125,5120.0,5505.0,5120.0,5495.0,212200000
2020-03-18,4484.3291015625,5000.0,5380.0,4765.0,5120.0,180053500
2020-03-19,4170.42578125,4650.0,4995.0,4650.0,4995.0,264419000
2020-03-20,4246.66015625,4735.0,5385.0,4325.0,4600.0,335132000
2020-03-23,3973.1162109375,4430.0,5000.0,4405.0,4760.0,217843500
2020-03-24,4035.8955078125,4500.0,4995.0,4450.0,4450.0,253971000
2020-03-26,4735.451171875,5280.0,5395.0,4650.0,4650.0,331633000
2020-03-27,4941.72998046875,5510.0,5895.0,5355.0,5360.0,269683000
2020-03-30,4928.27734375,5495.0,5555.0,5155.0,5480.0,159964500
2020-03-31,4955.18359375,5525.0,5710.0,5485.0,5660.0,182638500
2020-04-01,4914.8251953125,5480.0,5750.0,5425.0,5560.0,152831500
2020-04-02,4852.044921875,5410.0,5470.0,5360.0,5470.0,136623500
2020-04-03,4928.27734375,5495.0,5530.0,5365.0,5460.0,110506000
2020-04-06,5143.525390625,5735.0,5740.0,5495.0,5520.0,78184000
2020-04-07,5071.77587890625,5655.0,6100.0,5580.0,5735.0,149153500
2020-04-08,5053.8388671875,5635.0,5660.0,5480.0,5655.0,106111500
2020-04-09,5017.96435546875,5595.0,5695.0,5500.0,5600.0,89997000
2020-04-13,4932.76220703125,5500.0,5615.0,5480.0,5540.0,58043000
2020-04-14,4946.21533203125,5515.0,5590.0,5445.0,5505.0,95796000
2020-04-15,4919.3095703125,5485.0,5630.0,5445.0,5515.0,95342000
2020-04-16,4699.57666015625,5240.0,5520.0,5185.0,5485.0,176990500
2020-04-17,4865.49755859375,5425.0,5445.0,5280.0,5300.0,160935500
2020-04-20,4802.71728515625,5355.0,5500.0,5330.0,5430.0,90744000
2020-04-21,4707.8310546875,5160.0,5355.0,5160.0,5355.0,73431000
2020-04-22,4694.14453125,5145.0,5235.0,5045.0,5160.0,107263500
2020-04-23,4671.33544921875,5120.0,5245.0,5120.0,5180.0,105419500
2020-04-24,4488.861328125,4920.0,5140.0,4920.0,5120.0,131149500
2020-04-27,4525.35546875,4960.0,5020.0,4855.0,4940.0,151103500
2020-04-28,4406.74853515625,4830.0,4975.0,4805.0,4960.0,180488000
2020-04-29,4424.9951171875,4850.0,4850.0,4800.0,4825.0,121161000
2020-04-30,4716.953125,5170.0,5250.0,4880.0,4880.0,174081000
2020-05-04,4762.57177734375,5220.0,5300.0,5000.0,5150.0,114497500
2020-05-05,4821.87646484375,5285.0,5340.0,5200.0,5220.0,118643500
2020-05-06,4885.74267578125,5355.0,5370.0,5300.0,5315.0,86395500
2020-05-08,4785.380859375,5245.0,5400.0,5150.0,5345.0,123028000
